N  np  isd iz0    thetainf           qinf
1 5001  0   0   9.66766111e-01   1.05470546e-01
        s0            us, m/s            q_s            theta_s        rho_w, kg/m^3      nu, m^2/s
  1.00000000e-09   4.00000000e+00   4.00000000e-04   2.00000000e-01   1.02000000e+03   1.56800000e-05
      pi0              pi1              pi2              pi3              pi5              pi6
  2.50000000e+00   8.27261483e-02   6.83211225e-01   2.70483712e-05   2.30952591e-05   6.34729156e+00
      pi7              pi8              pi9              pi12             pi13             pi17
  1.32279714e+00   5.69105691e-04   1.33151534e-02   2.65503332e-06   3.06250000e+00   2.70126199e-02
     zwt, m            z0, m           z_q, m            z1, m            h, m           g, m/s^2
  5.00000000e+00   2.44897959e-02   2.90364307e-07   9.79591837e-02   1.00000000e+00   9.80000000e+00
      Ceps1            Ceps2            Ceps3             alp              alpe            alpeps
  1.44000000e+00   1.92000000e+00   1.00000000e+00   3.00000000e-01   1.00000000e+00   7.70000000e-01
      alpv              alpT            sig0t             Cb               kp              u1log
  1.00000000e+00   1.00000000e+00   6.70000000e-01   1.80000000e+00   4.32449982e-01   3.20567561e+00
    Rd, J/kg/K       Rv, J/kg/K       cw, J/kg/K      cpd, J/kg/K          kd              sigma
  2.87000000e+02   4.61510000e+02   4.21800000e+03   1.00500000e+03   2.85714286e-01   8.66949654e+02
      T0, K            P0, Pa       rho_d0, kg/m^3     D0, m^2/s       K0, J/m/s/K        pvs0, Pa
  3.00000000e+02   1.01300000e+05   1.17653891e+00   2.59664363e-05   2.62160000e-02   3.56710931e+03
        q0            l0, J/kg         Rmin, m          Rmax, m           r0, m           a0, m/s
  2.18981665e-02   2.45000000e+06   6.00000000e-05   6.00000000e-05   6.00000000e-05   3.30904593e-01
  1.02009600e+02   3.08742825e+01   3.08851884e+01   3.26554627e-01   5.63007172e-01   9.99293782e-01   3.34880606e+00
  1.02049596e+02   3.08846477e+01   3.08955532e+01   3.26532603e-01   5.62946003e-01   9.99294039e-01   3.34965459e+00
  1.02089592e+02   3.08950131e+01   3.09059184e+01   3.26510592e-01   5.62884876e-01   9.99294296e-01   3.35050282e+00
  1.02129588e+02   3.09053788e+01   3.09162837e+01   3.26488594e-01   5.62823792e-01   9.99294553e-01   3.35135073e+00
  1.02169584e+02   3.09157448e+01   3.09266493e+01   3.26466609e-01   5.62762750e-01   9.99294810e-01   3.35219833e+00
  1.02209580e+02   3.09261110e+01   3.09370152e+01   3.26444637e-01   5.62701750e-01   9.99295066e-01   3.35304562e+00
  1.02249576e+02   3.09364774e+01   3.09473814e+01   3.26422678e-01   5.62640793e-01   9.99295322e-01   3.35389259e+00
  1.02289573e+02   3.09468441e+01   3.09577478e+01   3.26400731e-01   5.62579877e-01   9.99295578e-01   3.35473926e+00
  1.02329569e+02   3.09572111e+01   3.09681144e+01   3.26378797e-01   5.62519004e-01   9.99295834e-01   3.35558561e+00
  1.02369565e+02   3.09675783e+01   3.09784813e+01   3.26356877e-01   5.62458173e-01   9.99296090e-01   3.35643165e+00
  1.02409561e+02   3.09779458e+01   3.09888485e+01   3.26334969e-01   5.62397384e-01   9.99296345e-01   3.35727738e+00
  1.02449557e+02   3.09883135e+01   3.09992159e+01   3.26313074e-01   5.62336637e-01   9.99296600e-01   3.35812280e+00
  1.02489553e+02   3.09986815e+01   3.10095836e+01   3.26291191e-01   5.62275933e-01   9.99296855e-01   3.35896791e+00
  1.02529549e+02   3.10090498e+01   3.10199516e+01   3.26269322e-01   5.62215270e-01   9.99297110e-01   3.35981270e+00
  1.02569545e+02   3.10194183e+01   3.10303198e+01   3.26247465e-01   5.62154649e-01   9.99297365e-01   3.36065718e+00
  1.02609541e+02   3.10297871e+01   3.10406883e+01   3.26225621e-01   5.62094071e-01   9.99297619e-01   3.36150135e+00
  1.02649537e+02   3.10401562e+01   3.10510571e+01   3.26203790e-01   5.62033534e-01   9.99297874e-01   3.36234521e+00
  1.02689533e+02   3.10505256e+01   3.10614261e+01   3.26181972e-01   5.61973040e-01   9.99298128e-01   3.36318875e+00
  1.02729529e+02   3.10608952e+01   3.10717954e+01   3.26160167e-01   5.61912588e-01   9.99298382e-01   3.36403198e+00
  1.02769526e+02   3.10712651e+01   3.10821650e+01   3.26138375e-01   5.61852177e-01   9.99298636e-01   3.36487489e+00
  1.02809522e+02   3.10816353e+01   3.10925349e+01   3.26116595e-01   5.61791809e-01   9.99298889e-01   3.36571749e+00
  1.02849518e+02   3.10920057e+01   3.11029051e+01   3.26094828e-01   5.61731482e-01   9.99299143e-01   3.36655978e+00
  1.02889514e+02   3.11023764e+01   3.11132755e+01   3.26073074e-01   5.61671197e-01   9.99299396e-01   3.36740175e+00
  1.02929510e+02   3.11127475e+01   3.11236462e+01   3.26051333e-01   5.61610955e-01   9.99299649e-01   3.36824341e+00
  1.02969506e+02   3.11231188e+01   3.11340172e+01   3.26029605e-01   5.61550754e-01   9.99299902e-01   3.36908476e+00
  1.03009502e+02   3.11334904e+01   3.11443885e+01   3.26007889e-01   5.61490595e-01   9.99300155e-01   3.36992579e+00
  1.03049498e+02   3.11438622e+01   3.11547600e+01   3.25986186e-01   5.61430478e-01   9.99300407e-01   3.37076650e+00
  1.03089494e+02   3.11542344e+01   3.11651319e+01   3.25964496e-01   5.61370402e-01   9.99300660e-01   3.37160690e+00
  1.03129490e+02   3.11646068e+01   3.11755040e+01   3.25942819e-01   5.61310369e-01   9.99300912e-01   3.37244699e+00
  1.03169486e+02   3.11749796e+01   3.11858765e+01   3.25921154e-01   5.61250377e-01   9.99301164e-01   3.37328676e+00
  1.03209482e+02   3.11853526e+01   3.11962492e+01   3.25899502e-01   5.61190426e-01   9.99301416e-01   3.37412622e+00
  1.03249479e+02   3.11957259e+01   3.12066222e+01   3.25877863e-01   5.61130518e-01   9.99301667e-01   3.37496536e+00
  1.03289475e+02   3.12060995e+01   3.12169955e+01   3.25856237e-01   5.61070651e-01   9.99301919e-01   3.37580418e+00
  1.03329471e+02   3.12164734e+01   3.12273691e+01   3.25834624e-01   5.61010826e-01   9.99302170e-01   3.37664269e+00
  1.03369467e+02   3.12268476e+01   3.12377430e+01   3.25813023e-01   5.60951043e-01   9.99302421e-01   3.37748088e+00
  1.03409463e+02   3.12372222e+01   3.12481172e+01   3.25791435e-01   5.60891301e-01   9.99302672e-01   3.37831876e+00
  1.03449459e+02   3.12475970e+01   3.12584918e+01   3.25769860e-01   5.60831601e-01   9.99302923e-01   3.37915632e+00
  1.03489455e+02   3.12579721e+01   3.12688666e+01   3.25748297e-01   5.60771943e-01   9.99303174e-01   3.37999356e+00
  1.03529451e+02   3.12683475e+01   3.12792417e+01   3.25726747e-01   5.60712326e-01   9.99303424e-01   3.38083049e+00
  1.03569447e+02   3.12787233e+01   3.12896171e+01   3.25705210e-01   5.60652751e-01   9.99303674e-01   3.38166710e+00
  1.03609443e+02   3.12890993e+01   3.12999929e+01   3.25683686e-01   5.60593217e-01   9.99303924e-01   3.38250338e+00
  1.03649439e+02   3.12994756e+01   3.13103689e+01   3.25662174e-01   5.60533725e-01   9.99304174e-01   3.38333936e+00
  1.03689435e+02   3.13098523e+01   3.13207453e+01   3.25640675e-01   5.60474274e-01   9.99304424e-01   3.38417502e+00
  1.03729432e+02   3.13202293e+01   3.13311220e+01   3.25619189e-01   5.60414865e-01   9.99304673e-01   3.38501035e+00
  1.03769428e+02   3.13306066e+01   3.13414990e+01   3.25597716e-01   5.60355498e-01   9.99304923e-01   3.38584538e+00
  1.03809424e+02   3.13409842e+01   3.13518763e+01   3.25576255e-01   5.60296171e-01   9.99305172e-01   3.38668008e+00
  1.03849420e+02   3.13513621e+01   3.13622539e+01   3.25554807e-01   5.60236887e-01   9.99305421e-01   3.38751447e+00
  1.03889416e+02   3.13617403e+01   3.13726318e+01   3.25533371e-01   5.60177644e-01   9.99305670e-01   3.38834853e+00
  1.03929412e+02   3.13721189e+01   3.13830101e+01   3.25511949e-01   5.60118441e-01   9.99305918e-01   3.38918228e+00
  1.03969408e+02   3.13824978e+01   3.13933886e+01   3.25490539e-01   5.60059281e-01   9.99306167e-01   3.39001572e+00
  1.04009404e+02   3.13928770e+01   3.14037676e+01   3.25469141e-01   5.60000161e-01   9.99306415e-01   3.39084883e+00
  1.04049400e+02   3.14032565e+01   3.14141468e+01   3.25447757e-01   5.59941083e-01   9.99306663e-01   3.39168162e+00
  1.04089396e+02   3.14136363e+01   3.14245263e+01   3.25426384e-01   5.59882047e-01   9.99306911e-01   3.39251410e+00
  1.04129392e+02   3.14240165e+01   3.14349062e+01   3.25405025e-01   5.59823051e-01   9.99307159e-01   3.39334626e+00
  1.04169388e+02   3.14343970e+01   3.14452864e+01   3.25383678e-01   5.59764097e-01   9.99307406e-01   3.39417810e+00
  1.04209384e+02   3.14447778e+01   3.14556669e+01   3.25362344e-01   5.59705184e-01   9.99307654e-01   3.39500962e+00
  1.04249381e+02   3.14551590e+01   3.14660478e+01   3.25341023e-01   5.59646312e-01   9.99307901e-01   3.39584082e+00
  1.04289377e+02   3.14655405e+01   3.14764290e+01   3.25319714e-01   5.59587482e-01   9.99308148e-01   3.39667170e+00
  1.04329373e+02   3.14759223e+01   3.14868105e+01   3.25298418e-01   5.59528692e-01   9.99308395e-01   3.39750226e+00
  1.04369369e+02   3.14863045e+01   3.14971924e+01   3.25277134e-01   5.59469944e-01   9.99308642e-01   3.39833250e+00
  1.04409365e+02   3.14966870e+01   3.15075746e+01   3.25255863e-01   5.59411237e-01   9.99308888e-01   3.39916242e+00
  1.04449361e+02   3.15070698e+01   3.15179571e+01   3.25234605e-01   5.59352571e-01   9.99309135e-01   3.39999202e+00
  1.04489357e+02   3.15174530e+01   3.15283400e+01   3.25213359e-01   5.59293946e-01   9.99309381e-01   3.40082130e+00
  1.04529353e+02   3.15278365e+01   3.15387232e+01   3.25192126e-01   5.59235363e-01   9.99309627e-01   3.40165026e+00
  1.04569349e+02   3.15382204e+01   3.15491068e+01   3.25170906e-01   5.59176820e-01   9.99309873e-01   3.40247889e+00
  1.04609345e+02   3.15486046e+01   3.15594908e+01   3.25149698e-01   5.59118318e-01   9.99310119e-01   3.40330721e+00
  1.04649341e+02   3.15589892e+01   3.15698750e+01   3.25128503e-01   5.59059858e-01   9.99310364e-01   3.40413521e+00
  1.04689337e+02   3.15693741e+01   3.15802596e+01   3.25107320e-01   5.59001438e-01   9.99310609e-01   3.40496288e+00
  1.04729334e+02   3.15797593e+01   3.15906446e+01   3.25086150e-01   5.58943060e-01   9.99310855e-01   3.40579023e+00
  1.04769330e+02   3.15901449e+01   3.16010299e+01   3.25064992e-01   5.58884722e-01   9.99311100e-01   3.40661726e+00
  1.04809326e+02   3.16005309e+01   3.16114156e+01   3.25043848e-01   5.58826425e-01   9.99311344e-01   3.40744397e+00
  1.04849322e+02   3.16109172e+01   3.16218016e+01   3.25022715e-01   5.58768170e-01   9.99311589e-01   3.40827036e+00
  1.04889318e+02   3.16213039e+01   3.16321880e+01   3.25001596e-01   5.58709955e-01   9.99311834e-01   3.40909642e+00
  1.04929314e+02   3.16316910e+01   3.16425748e+01   3.24980489e-01   5.58651782e-01   9.99312078e-01   3.40992216e+00
  1.04969310e+02   3.16420784e+01   3.16529619e+01   3.24959394e-01   5.58593649e-01   9.99312322e-01   3.41074757e+00
  1.05009306e+02   3.16524662e+01   3.16633494e+01   3.24938312e-01   5.58535557e-01   9.99312566e-01   3.41157267e+00
  1.05049302e+02   3.16628543e+01   3.16737372e+01   3.24917243e-01   5.58477506e-01   9.99312810e-01   3.41239744e+00
  1.05089298e+02   3.16732428e+01   3.16841254e+01   3.24896186e-01   5.58419496e-01   9.99313054e-01   3.41322189e+00
  1.05129294e+02   3.16836316e+01   3.16945140e+01   3.24875142e-01   5.58361526e-01   9.99313297e-01   3.41404601e+00
  1.05169290e+02   3.16940209e+01   3.17049029e+01   3.24854110e-01   5.58303598e-01   9.99313540e-01   3.41486981e+00
  1.05209287e+02   3.17044105e+01   3.17152922e+01   3.24833091e-01   5.58245709e-01   9.99313783e-01   3.41569329e+00
  1.05249283e+02   3.17148004e+01   3.17256819e+01   3.24812084e-01   5.58187862e-01   9.99314026e-01   3.41651645e+00
  1.05289279e+02   3.17251908e+01   3.17360720e+01   3.24791090e-01   5.58130056e-01   9.99314269e-01   3.41733928e+00
  1.05329275e+02   3.17355815e+01   3.17464624e+01   3.24770108e-01   5.58072290e-01   9.99314512e-01   3.41816178e+00
  1.05369271e+02   3.17459726e+01   3.17568532e+01   3.24749139e-01   5.58014566e-01   9.99314754e-01   3.41898396e+00
  1.05409267e+02   3.17563641e+01   3.17672444e+01   3.24728183e-01   5.57956881e-01   9.99314997e-01   3.41980582e+00
  1.05449263e+02   3.17667559e+01   3.17776360e+01   3.24707239e-01   5.57899238e-01   9.99315239e-01   3.42062734e+00
  1.05489259e+02   3.17771482e+01   3.17880279e+01   3.24686308e-01   5.57841635e-01   9.99315481e-01   3.42144855e+00
  1.05529255e+02   3.17875408e+01   3.17984202e+01   3.24665389e-01   5.57784073e-01   9.99315723e-01   3.42226943e+00
  1.05569251e+02   3.17979338e+01   3.18088130e+01   3.24644482e-01   5.57726551e-01   9.99315964e-01   3.42308998e+00
  1.05609247e+02   3.18083272e+01   3.18192061e+01   3.24623588e-01   5.57669070e-01   9.99316206e-01   3.42391021e+00
  1.05649243e+02   3.18187209e+01   3.18295995e+01   3.24602707e-01   5.57611630e-01   9.99316447e-01   3.42473012e+00
  1.05689240e+02   3.18291151e+01   3.18399934e+01   3.24581838e-01   5.57554230e-01   9.99316688e-01   3.42554970e+00
  1.05729236e+02   3.18395096e+01   3.18503877e+01   3.24560982e-01   5.57496871e-01   9.99316929e-01   3.42636895e+00
  1.05769232e+02   3.18499046e+01   3.18607824e+01   3.24540138e-01   5.57439552e-01   9.99317170e-01   3.42718787e+00
  1.05809228e+02   3.18602999e+01   3.18711774e+01   3.24519306e-01   5.57382274e-01   9.99317410e-01   3.42800647e+00
  1.05849224e+02   3.18706957e+01   3.18815728e+01   3.24498487e-01   5.57325036e-01   9.99317651e-01   3.42882475e+00
  1.05889220e+02   3.18810918e+01   3.18919687e+01   3.24477681e-01   5.57267839e-01   9.99317891e-01   3.42964269e+00
  1.05929216e+02   3.18914883e+01   3.19023649e+01   3.24456887e-01   5.57210682e-01   9.99318131e-01   3.43046031e+00
  1.05969212e+02   3.19018852e+01   3.19127616e+01   3.24436105e-01   5.57153565e-01   9.99318371e-01   3.43127761e+00
  1.06009208e+02   3.19122826e+01   3.19231586e+01   3.24415336e-01   5.57096489e-01   9.99318611e-01   3.43209457e+00
  1.06049204e+02   3.19226803e+01   3.19335561e+01   3.24394580e-01   5.57039453e-01   9.99318851e-01   3.43291121e+00
  1.06089200e+02   3.19330784e+01   3.19439539e+01   3.24373836e-01   5.56982458e-01   9.99319090e-01   3.43372752e+00
  1.06129196e+02   3.19434770e+01   3.19543522e+01   3.24353104e-01   5.56925503e-01   9.99319330e-01   3.43454350e+00
  1.06169192e+02   3.19538759e+01   3.19647508e+01   3.24332385e-01   5.56868589e-01   9.99319569e-01   3.43535916e+00
  1.06209189e+02   3.19642753e+01   3.19751499e+01   3.24311678e-01   5.56811714e-01   9.99319808e-01   3.43617449e+00
  1.06249185e+02   3.19746750e+01   3.19855494e+01   3.24290984e-01   5.56754880e-01   9.99320046e-01   3.43698949e+00
  1.06289181e+02   3.19850752e+01   3.19959493e+01   3.24270302e-01   5.56698087e-01   9.99320285e-01   3.43780416e+00
  1.06329177e+02   3.19954758e+01   3.20063496e+01   3.24249632e-01   5.56641333e-01   9.99320524e-01   3.43861850e+00
  1.06369173e+02   3.20058768e+01   3.20167503e+01   3.24228975e-01   5.56584620e-01   9.99320762e-01   3.43943251e+00
  1.06409169e+02   3.20162782e+01   3.20271514e+01   3.24208330e-01   5.56527947e-01   9.99321000e-01   3.44024620e+00
  1.06449165e+02   3.20266800e+01   3.20375530e+01   3.24187698e-01   5.56471314e-01   9.99321238e-01   3.44105955e+00
  1.06489161e+02   3.20370823e+01   3.20479550e+01   3.24167078e-01   5.56414722e-01   9.99321476e-01   3.44187258e+00
  1.06529157e+02   3.20474850e+01   3.20583574e+01   3.24146471e-01   5.56358169e-01   9.99321714e-01   3.44268528e+00
  1.06569153e+02   3.20578881e+01   3.20687602e+01   3.24125876e-01   5.56301657e-01   9.99321951e-01   3.44349765e+00
  1.06609149e+02   3.20682916e+01   3.20791634e+01   3.24105293e-01   5.56245185e-01   9.99322189e-01   3.44430969e+00
  1.06649145e+02   3.20786956e+01   3.20895671e+01   3.24084723e-01   5.56188753e-01   9.99322426e-01   3.44512140e+00
  1.06689142e+02   3.20890999e+01   3.20999712e+01   3.24064165e-01   5.56132361e-01   9.99322663e-01   3.44593278e+00
  1.06729138e+02   3.20995047e+01   3.21103757e+01   3.24043620e-01   5.56076010e-01   9.99322900e-01   3.44674382e+00
  1.06769134e+02   3.21099100e+01   3.21207807e+01   3.24023087e-01   5.56019698e-01   9.99323136e-01   3.44755454e+00
  1.06809130e+02   3.21203157e+01   3.21311861e+01   3.24002566e-01   5.55963426e-01   9.99323373e-01   3.44836493e+00
  1.06849126e+02   3.21307218e+01   3.21415919e+01   3.23982058e-01   5.55907194e-01   9.99323609e-01   3.44917499e+00
  1.06889122e+02   3.21411283e+01   3.21519982e+01   3.23961562e-01   5.55851003e-01   9.99323845e-01   3.44998471e+00
  1.06929118e+02   3.21515353e+01   3.21624049e+01   3.23941079e-01   5.55794851e-01   9.99324082e-01   3.45079411e+00
  1.06969114e+02   3.21619427e+01   3.21728120e+01   3.23920608e-01   5.55738740e-01   9.99324317e-01   3.45160317e+00
  1.07009110e+02   3.21723506e+01   3.21832196e+01   3.23900149e-01   5.55682668e-01   9.99324553e-01   3.45241191e+00
  1.07049106e+02   3.21827589e+01   3.21936276e+01   3.23879703e-01   5.55626637e-01   9.99324789e-01   3.45322030e+00
  1.07089102e+02   3.21931676e+01   3.22040361e+01   3.23859269e-01   5.55570645e-01   9.99325024e-01   3.45402837e+00
  1.07129098e+02   3.22035768e+01   3.22144450e+01   3.23838847e-01   5.55514693e-01   9.99325259e-01   3.45483611e+00
  1.07169095e+02   3.22139864e+01   3.22248543e+01   3.23818438e-01   5.55458781e-01   9.99325495e-01   3.45564351e+00
  1.07209091e+02   3.22243965e+01   3.22352642e+01   3.23798041e-01   5.55402909e-01   9.99325730e-01   3.45645058e+00
  1.07249087e+02   3.22348071e+01   3.22456744e+01   3.23777656e-01   5.55347077e-01   9.99325964e-01   3.45725732e+00
  1.07289083e+02   3.22452181e+01   3.22560851e+01   3.23757284e-01   5.55291285e-01   9.99326199e-01   3.45806373e+00
  1.07329079e+02   3.22556295e+01   3.22664963e+01   3.23736924e-01   5.55235533e-01   9.99326433e-01   3.45886980e+00
  1.07369075e+02   3.22660414e+01   3.22769079e+01   3.23716576e-01   5.55179820e-01   9.99326668e-01   3.45967554e+00
  1.07409071e+02   3.22764538e+01   3.22873200e+01   3.23696241e-01   5.55124147e-01   9.99326902e-01   3.46048094e+00
  1.07449067e+02   3.22868666e+01   3.22977326e+01   3.23675918e-01   5.55068514e-01   9.99327136e-01   3.46128602e+00
  1.07489063e+02   3.22972798e+01   3.23081456e+01   3.23655608e-01   5.55012921e-01   9.99327370e-01   3.46209076e+00
  1.07529059e+02   3.23076936e+01   3.23185590e+01   3.23635309e-01   5.54957368e-01   9.99327603e-01   3.46289516e+00
  1.07569055e+02   3.23181078e+01   3.23289729e+01   3.23615023e-01   5.54901854e-01   9.99327837e-01   3.46369923e+00
  1.07609051e+02   3.23285224e+01   3.23393873e+01   3.23594750e-01   5.54846380e-01   9.99328070e-01   3.46450297e+00
  1.07649048e+02   3.23389375e+01   3.23498022e+01   3.23574488e-01   5.54790945e-01   9.99328303e-01   3.46530638e+00
  1.07689044e+02   3.23493531e+01   3.23602175e+01   3.23554239e-01   5.54735551e-01   9.99328536e-01   3.46610945e+00
  1.07729040e+02   3.23597692e+01   3.23706333e+01   3.23534002e-01   5.54680196e-01   9.99328769e-01   3.46691218e+00
  1.07769036e+02   3.23701857e+01   3.23810495e+01   3.23513778e-01   5.54624880e-01   9.99329002e-01   3.46771458e+00
  1.07809032e+02   3.23806027e+01   3.23914663e+01   3.23493566e-01   5.54569604e-01   9.99329235e-01   3.46851665e+00
  1.07849028e+02   3.23910202e+01   3.24018835e+01   3.23473366e-01   5.54514368e-01   9.99329467e-01   3.46931838e+00
  1.07889024e+02   3.24014382e+01   3.24123012e+01   3.23453178e-01   5.54459172e-01   9.99329699e-01   3.47011977e+00
  1.07929020e+02   3.24118566e+01   3.24227193e+01   3.23433003e-01   5.54404015e-01   9.99329931e-01   3.47092083e+00
  1.07969016e+02   3.24222755e+01   3.24331380e+01   3.23412840e-01   5.54348897e-01   9.99330163e-01   3.47172155e+00
  1.08009012e+02   3.24326949e+01   3.24435571e+01   3.23392689e-01   5.54293820e-01   9.99330395e-01   3.47252194e+00
  1.08049008e+02   3.24431148e+01   3.24539767e+01   3.23372551e-01   5.54238781e-01   9.99330627e-01   3.47332199e+00
  1.08089004e+02   3.24535351e+01   3.24643968e+01   3.23352424e-01   5.54183783e-01   9.99330858e-01   3.47412170e+00
  1.08129000e+02   3.24639560e+01   3.24748174e+01   3.23332310e-01   5.54128823e-01   9.99331090e-01   3.47492108e+00
  1.08168997e+02   3.24743773e+01   3.24852384e+01   3.23312209e-01   5.54073904e-01   9.99331321e-01   3.47572012e+00
  1.08208993e+02   3.24847991e+01   3.24956600e+01   3.23292119e-01   5.54019023e-01   9.99331552e-01   3.47651882e+00
  1.08248989e+02   3.24952214e+01   3.25060820e+01   3.23272042e-01   5.53964182e-01   9.99331783e-01   3.47731719e+00
  1.08288985e+02   3.25056442e+01   3.25165045e+01   3.23251977e-01   5.53909381e-01   9.99332013e-01   3.47811522e+00
  1.08328981e+02   3.25160675e+01   3.25269276e+01   3.23231924e-01   5.53854619e-01   9.99332244e-01   3.47891292e+00
  1.08368977e+02   3.25264913e+01   3.25373511e+01   3.23211884e-01   5.53799896e-01   9.99332474e-01   3.47971027e+00
  1.08408973e+02   3.25369156e+01   3.25477751e+01   3.23191856e-01   5.53745213e-01   9.99332705e-01   3.48050729e+00
  1.08448969e+02   3.25473404e+01   3.25581996e+01   3.23171840e-01   5.53690569e-01   9.99332935e-01   3.48130397e+00
  1.08488965e+02   3.25577657e+01   3.25686246e+01   3.23151836e-01   5.53635964e-01   9.99333165e-01   3.48210031e+00
  1.08528961e+02   3.25681915e+01   3.25790501e+01   3.23131844e-01   5.53581399e-01   9.99333394e-01   3.48289632e+00
  1.08568957e+02   3.25786177e+01   3.25894762e+01   3.23111865e-01   5.53526873e-01   9.99333624e-01   3.48369199e+00
  1.08608953e+02   3.25890445e+01   3.25999027e+01   3.23091898e-01   5.53472386e-01   9.99333854e-01   3.48448731e+00
  1.08648950e+02   3.25994718e+01   3.26103297e+01   3.23071943e-01   5.53417939e-01   9.99334083e-01   3.48528230e+00
  1.08688946e+02   3.26098996e+01   3.26207572e+01   3.23052000e-01   5.53363531e-01   9.99334312e-01   3.48607696e+00
  1.08728942e+02   3.26203279e+01   3.26311853e+01   3.23032069e-01   5.53309162e-01   9.99334541e-01   3.48687127e+00
  1.08768938e+02   3.26307567e+01   3.26416138e+01   3.23012151e-01   5.53254832e-01   9.99334770e-01   3.48766524e+00
  1.08808934e+02   3.26411861e+01   3.26520429e+01   3.22992245e-01   5.53200541e-01   9.99334999e-01   3.48845888e+00
  1.08848930e+02   3.26516159e+01   3.26624725e+01   3.22972351e-01   5.53146290e-01   9.99335227e-01   3.48925217e+00
  1.08888926e+02   3.26620462e+01   3.26729025e+01   3.22952469e-01   5.53092077e-01   9.99335456e-01   3.49004513e+00
  1.08928922e+02   3.26724771e+01   3.26833331e+01   3.22932600e-01   5.53037904e-01   9.99335684e-01   3.49083775e+00
